FECHA,CLAVE_EST,PARAMETRO,INVALIDA,HORA01,HORA02,HORA03,HORA04,HORA05,HORA06,HORA07,HORA08,HORA09,HORA10,HORA11,HORA12,HORA13,HORA14,HORA15,HORA16,HORA17,HORA18,HORA19,HORA20,HORA21,HORA22,HORA23,HORA24
2011/07/27,LDO,NO2,,0.029,0.025,0.017,0.014,0.012,0.022,0.022,0.030,0.033,0.033,0.035,0.038,0.030,0.025,0.026,0.025,0.038,0.044,0.049,0.027,0.019,0.028,0.037,0.044
2011/07/27,LDO,NOX,,0.031,0.029,0.019,0.014,0.012,0.025,0.026,0.042,0.063,0.061,0.052,0.066,0.052,0.035,0.032,0.028,0.044,0.049,0.067,0.031,0.021,0.039,0.040,0.075
2011/07/27,LDO,O3,,0.028,0.028,0.036,0.033,0.038,0.026,0.027,0.019,0.014,0.021,0.018,0.024,0.039,0.068,0.096,0.117,0.116,0.083,0.030,0.048,0.052,0.050,0.031,0.012
2011/07/27,LDO,PM10,,30.5,24.8,13.6,14.0,15.9,20.8,25.1,49.2,67.8,53.1,78.3,87.2,78.9,57.5,70.5,72.1,95.0,91.2,72.8,35.1,78.8,29.7,40.3,29.2
2011/07/27,LDO,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001
2011/07/27,MIR,CO,,0.4,0.4,0.5,0.5,0.4,0.5,0.9,1.3,0.8,0.8,0.5,0.6,0.5,0.5,0.4,0.4,0.4,0.5,1.2,1.8,0.4,0.8,1.3,0.8
2011/07/27,MIR,NO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/27,MIR,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/27,MIR,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/27,MIR,O3,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,0.029,0.045,0.057,0.065,0.065,0.064,0.048,0.023,0.009,0.033,0.019,0.010,0.012
2011/07/27,MIR,PM10,,17.5,21.3,29.3,22.0,16.4,20.3,27.5,58.2,36.6,31.5,37.1,106.7,44.8,52.1,44.5,30.5,26.6,32.9,24.7,19.1,17.3,28.8,10.0,14.6
2011/07/27,MIR,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2011/07/27,OBL,CO,,1.5,1.6,1.6,1.7,1.6,1.7,1.8,2.0,1.9,2.2,2.1,1.6,1.4,1.2,1.1,1.2,1.3,1.2,1.5,1.2,1.4,1.5,2.0,2.5
2011/07/27,OBL,NO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/27,OBL,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/27,OBL,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/27,OBL,O3,,0.045,0.044,0.044,0.047,0.048,0.049,0.044,0.039,0.044,0.030,0.028,0.039,0.058,0.081,0.105,0.134,0.153,0.080,0.051,0.060,0.047,0.060,0.049,0.030
2011/07/27,OBL,PM10,,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.
2011/07/27,OBL,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2011/07/27,TLA,CO,,1.7,1.6,1.6,1.6,1.5,1.6,1.7,2.1,2.4,2.4,2.3,2.2,2.3,2.1,2.0,2.1,2.3,2.2,2.4,2.0,2.1,1.9,1.9,2.3
2011/07/27,TLA,NO,,0.001,0.000,0.000,0.000,0.000,0.001,0.005,0.013,0.028,0.024,0.022,0.017,0.018,0.010,0.007,0.005,0.003,0.007,0.022,0.007,0.011,0.006,0.006,0.015
2011/07/27,TLA,NO2,,0.027,0.018,0.020,0.018,0.011,0.016,0.029,0.045,0.054,0.048,0.048,0.048,0.051,0.040,0.040,0.042,0.051,0.050,0.057,0.039,0.047,0.035,0.043,0.058
2011/07/27,TLA,NOX,,0.028,0.019,0.020,0.019,0.011,0.018,0.034,0.058,0.081,0.072,0.070,0.065,0.069,0.050,0.047,0.047,0.055,0.057,0.079,0.046,0.058,0.041,0.049,0.073
2011/07/27,TLA,O3,,0.033,0.039,0.031,0.026,0.036,0.033,0.023,0.009,0.007,0.016,0.022,0.037,0.047,0.082,0.120,0.152,0.173,0.080,0.032,0.044,0.023,0.042,0.026,0.005
2011/07/27,TLA,PM10,,18.7,15.6,18.5,15.1,11.3,15.3,19.5,34.2,42.0,40.2,41.9,51.1,79.1,71.9,70.9,75.9,86.8,84.4,30.2,29.7,29.4,14.1,25.4,15.5
2011/07/27,TLA,SO2,,0.002,0.002,0.002,0.004,0.003,0.002,0.002,0.003,0.004,0.004,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002
2011/07/27,VAL,CO,,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.6,0.5,0.6,0.8,1.3,1.2,1.2,1.0,0.5,0.6,0.6,0.5,0.5,0.6,0.6,0.6
2011/07/27,VAL,NO,,0.001,0.002,0.001,0.003,0.001,0.002,0.003,0.002,0.004,0.003,0.004,0.008,0.010,0.006,0.002,0.001,0.002,0.004,0.005,0.003,0.002,0.001,0.003,0.001
2011/07/27,VAL,NO2,,0.011,0.006,0.007,0.007,0.002,0.004,0.004,0.006,0.009,0.007,0.012,0.018,0.032,0.029,0.025,0.019,0.006,0.012,0.013,0.008,0.011,0.012,0.017,0.016
2011/07/27,VAL,NOX,,0.012,0.008,0.009,0.010,0.003,0.006,0.007,0.008,0.012,0.010,0.016,0.026,0.043,0.035,0.028,0.020,0.008,0.016,0.018,0.010,0.012,0.013,0.020,0.017
2011/07/27,VAL,O3,,0.039,0.041,0.034,0.031,0.040,0.039,0.041,0.041,0.041,0.044,0.040,0.042,0.061,0.096,0.142,0.164,0.078,0.060,0.057,0.056,0.047,0.046,0.038,0.032
2011/07/27,VAL,PM10,,6.5,7.1,5.7,4.9,4.8,5.7,5.2,5.7,5.8,5.4,6.6,9.7,20.4,21.6,22.2,21.5,7.9,1.3,5.6,14.7,6.9,12.7,12.0,5.4
2011/07/27,VAL,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2011/07/28,AGU,CO,,0.9,0.7,0.5,0.4,0.5,0.7,1.6,1.9,1.9,1.8,1.5,1.2,1.1,0.9,0.9,0.8,0.9,0.9,1.0,1.2,0.8,0.6,0.5,0.4
2011/07/28,AGU,NO,,0.006,0.003,0.001,0.001,0.001,0.011,0.050,0.064,0.055,0.048,0.026,0.017,0.013,0.005,0.008,0.008,0.013,0.012,0.009,0.014,0.003,0.001,0.001,0.001
2011/07/28,AGU,NO2,,0.026,0.023,0.014,0.014,0.015,0.019,0.028,0.032,0.031,0.034,0.038,0.031,0.029,0.026,0.027,0.025,0.029,0.033,0.032,0.037,0.025,0.020,0.012,0.010
2011/07/28,AGU,NOX,,0.039,0.033,0.021,0.022,0.022,0.038,0.085,0.103,0.093,0.090,0.071,0.056,0.049,0.039,0.042,0.040,0.049,0.053,0.048,0.059,0.036,0.028,0.019,0.018
2011/07/28,AGU,O3,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,0.013,0.049,0.066,0.095,0.089,0.083,0.060,0.060,0.064,0.042,0.046,0.048,0.045,0.040
2011/07/28,AGU,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/28,AGU,SO2,,0.001,0.014,0.005,0.001,0.001,0.003,0.008,0.042,0.013,0.016,0.014,0.012,0.017,0.027,0.021,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2011/07/28,ATM,CO,,0.4,0.2,0.2,0.2,0.3,0.6,0.9,2.0,2.2,1.3,0.8,0.4,0.1,0.1,0.2,0.3,0.3,0.5,0.6,0.7,1.0,1.0,0.7,0.5
2011/07/28,ATM,NO,,0.0019999999999999983,0.0009999999999999974,0.0010000000000000009,0.0010000000000000009,0.0009999999999999974,0.0050000000000000044,0.010000000000000002,0.034,0.040999999999999995,0.022,0.006999999999999999,0.0029999999999999957,0.0019999999999999983,0.0020000000000000018,0.0010000000000000009,0.0020000000000000018,0.0009999999999999974,0.0020000000000000018,0.001999999999999995,0.0020000000000000018,0.0040000000000000036,0.003999999999999997,0.0010000000000000009,0
2011/07/28,ATM,NO2,,0.029,0.025,0.022,0.024,0.025,0.036,0.044,0.059,0.064,0.057,0.047,0.035,0.028,0.026,0.027,0.026,0.029,0.033,0.034,0.038,0.045,0.049,0.039,0.030
2011/07/28,ATM,NOX,,0.031,0.026,0.023,0.025,0.026,0.041,0.054,0.093,0.105,0.079,0.054,0.038,0.030,0.028,0.028,0.028,0.030,0.035,0.036,0.040,0.049,0.053,0.040,0.030
2011/07/28,ATM,O3,,0.030,0.037,0.045,0.034,0.027,0.009,0.005,0.001,0.003,0.015,0.038,0.054,0.065,0.068,0.074,0.078,0.080,0.078,0.077,0.061,0.032,0.032,0.043,0.033
2011/07/28,ATM,PM10,,16.2,9.7,2.6,11.8,13.4,27.4,28.3,55.3,70.9,51.0,35.9,31.9,16.1,14.4,18.0,15.4,26.1,32.0,36.2,62.4,42.2,55.4,50.3,35.3
2011/07/28,ATM,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2011/07/28,CEN,CO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/28,CEN,NO,,0.010,0.008,0.010,0.008,0.009,0.009,0.019,0.054,0.055,0.029,0.020,0.013,0.012,0.014,0.013,0.014,0.017,0.016,0.022,0.026,0.030,0.027,0.017,0.009
2011/07/28,CEN,NO2,,0.037,0.030,0.033,0.046,0.044,0.043,0.059,0.079,0.065,0.046,0.042,0.030,0.031,0.032,0.032,0.034,0.042,0.041,0.059,0.071,0.089,0.092,0.064,0.046
2011/07/28,CEN,NOX,,0.039,0.028,0.033,0.045,0.044,0.042,0.072,0.128,0.119,0.070,0.053,0.035,0.035,0.036,0.035,0.038,0.049,0.050,0.075,0.090,0.113,0.115,0.074,0.044
2011/07/28,CEN,O3,,0.028,0.035,0.033,0.024,0.018,0.019,0.013,0.001,0.003,0.019,0.042,0.059,0.071,0.077,0.079,0.077,0.070,0.069,0.063,0.044,0.022,0.014,0.029,0.034
2011/07/28,CEN,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/28,CEN,SO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/28,LDO,CO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/28,LDO,NO,,0.007,0.005,0.003,0.003,0.021,0.029,0.025,0.049,0.104,0.036,0.013,0.014,0.011,0.013,0.008,0.008,0.004,0.004,0.003,0.004,0.005,0.006,0.013,0.007
2011/07/28,LDO,NO2,,0.022,0.014,0.013,0.025,0.040,0.032,0.037,0.038,0.035,0.027,0.016,0.017,0.016,0.018,0.017,0.017,0.013,0.012,0.014,0.019,0.039,0.042,0.053,0.036
2011/07/28,LDO,NOX,,0.027,0.016,0.013,0.026,0.058,0.059,0.060,0.084,0.137,0.061,0.026,0.028,0.025,0.028,0.022,0.022,0.014,0.013,0.014,0.020,0.041,0.046,0.063,0.040
2011/07/28,LDO,O3,,0.034,0.048,0.048,0.026,0.011,0.014,0.015,0.012,0.011,0.027,0.052,0.061,0.069,0.066,0.078,0.085,0.083,0.090,0.085,0.069,0.041,0.030,0.015,0.028
2011/07/28,LDO,PM10,,11.3,11.9,4.1,13.3,28.5,34.5,21.9,37.4,114.6,87.2,15.1,11.9,9.5,23.8,82.1,18.9,12.4,42.4,40.7,17.1,44.0,60.5,80.9,64.5
2011/07/28,LDO,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2011/07/28,MIR,CO,,0.8,0.3,0.2,0.3,0.4,0.8,1.2,2.1,2.1,1.8,0.6,0.4,0.3,0.2,0.2,0.3,0.4,0.4,0.4,0.5,0.8,0.7,0.5,0.3
2011/07/28,MIR,NO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,0.003,0.002,0.001,0.002,0.000,0.001,0.0019999999999999983,0.0010000000000000009,0,0.002,0.0020000000000000018,0.002999999999999999,0.002999999999999999
2011/07/28,MIR,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,0.039,0.035,0.029,0.031,0.022,0.030,0.027,0.033,0.039,0.061,0.047,0.030,0.023
2011/07/28,MIR,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,0.042,0.036,0.029,0.032,0.020,0.029,0.025,0.032,0.039,0.062,0.045,0.027,0.020
2011/07/28,MIR,O3,,0.008,0.019,0.021,0.017,0.013,0.001,0.000,0.000,0.000,0.003,0.031,0.051,0.063,0.063,0.060,0.062,0.053,0.070,0.059,0.042,0.020,0.023,0.032,0.027
2011/07/28,MIR,PM10,,17.9,20.7,4.2,9.6,13.3,37.4,35.7,67.0,92.5,67.3,24.3,44.9,38.1,31.1,37.4,31.1,41.5,45.8,57.7,64.6,85.5,56.5,34.5,25.7
2011/07/28,MIR,SO2,,0.001,0.001,0.002,0.001,0.001,0.001,0.003,0.004,0.004,0.002,0.001,0.001,0.008,0.011,0.011,0.011,0.012,0.011,0.011,0.010,0.011,0.007,0.006,0.007
2011/07/28,OBL,CO,,2.4,2.3,2.1,2.3,2.2,2.5,2.8,3.6,3.6,3.0,1.9,1.3,1.2,1.0,1.1,1.0,1.3,1.5,1.7,1.9,2.1,2.5,2.2,1.9
2011/07/28,OBL,NO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/28,OBL,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/28,OBL,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/28,OBL,O3,,0.041,0.052,0.055,0.043,0.041,0.034,0.022,0.015,0.017,0.025,0.047,0.062,0.064,0.072,0.076,0.080,0.074,0.079,0.072,0.059,0.041,0.022,0.036,0.051
2011/07/28,OBL,PM10,,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.,Mant.
2011/07/28,OBL,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2011/07/28,TLA,CO,,2.2,1.9,1.8,1.9,2.1,2.2,2.3,3.1,4.2,3.1,2.3,2.3,2.2,2.0,2.4,2.4,2.4,2.4,2.5,2.6,3.2,3.3,3.1,2.7
2011/07/28,TLA,NO,,0.002,0.000,0.000,0.000,0.001,0.005,0.009,0.052,0.089,0.047,0.014,0.011,0.007,0.009,0.007,0.005,0.006,0.003,0.002,0.005,0.010,0.014,0.007,0.003
2011/07/28,TLA,NO2,,0.031,0.016,0.014,0.034,0.039,0.041,0.042,0.065,0.078,0.053,0.032,0.033,0.028,0.021,0.021,0.022,0.022,0.020,0.023,0.033,0.068,0.072,0.047,0.033
2011/07/28,TLA,NOX,,0.034,0.017,0.015,0.034,0.040,0.047,0.051,0.117,0.167,0.092,0.046,0.044,0.035,0.029,0.028,0.027,0.027,0.023,0.025,0.038,0.079,0.086,0.055,0.036
2011/07/28,TLA,O3,,0.026,0.045,0.046,0.022,0.011,0.006,0.009,0.000,0.001,0.019,0.051,0.074,0.088,0.084,0.091,0.098,0.091,0.097,0.097,0.065,0.018,0.007,0.030,0.033
2011/07/28,TLA,PM10,,18.8,10.7,10.0,22.7,33.4,22.7,20.8,32.1,66.4,35.0,25.4,29.1,27.5,30.8,21.3,13.9,17.5,17.2,36.9,31.3,43.0,51.0,34.8,21.2
2011/07/28,TLA,SO2,,0.003,0.002,0.002,0.002,0.003,0.003,0.002,0.003,0.004,0.004,0.003,0.002,0.002,0.003,0.004,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.005
2011/07/28,VAL,CO,,0.6,0.5,0.3,0.4,0.4,0.4,0.5,0.8,1.4,1.5,1.0,0.7,0.5,0.4,0.7,0.7,0.7,0.7,0.7,0.9,0.8,0.7,0.6,0.6
2011/07/28,VAL,NO,,0.001,0.000,0.000,0.001,0.001,0.000,0.003,0.009,0.042,0.038,0.013,0.005,0.003,0.004,0.002,0.002,0.002,0.003,0.002,0.003,0.001,0.001,0.001,0.001
2011/07/28,VAL,NO2,,0.020,0.014,0.007,0.012,0.012,0.013,0.019,0.028,0.036,0.038,0.027,0.016,0.011,0.011,0.011,0.011,0.014,0.016,0.017,0.026,0.023,0.019,0.013,0.012
2011/07/28,VAL,NOX,,0.020,0.014,0.007,0.013,0.014,0.013,0.021,0.038,0.078,0.076,0.040,0.021,0.014,0.015,0.013,0.013,0.016,0.019,0.019,0.029,0.025,0.020,0.014,0.013
2011/07/28,VAL,O3,,0.025,0.033,0.046,0.034,0.025,0.020,0.015,0.005,0.005,0.015,0.043,0.067,0.082,0.091,0.101,0.106,0.093,0.089,0.098,0.064,0.060,0.056,0.058,0.041
2011/07/28,VAL,PM10,,7.8,5.3,1.4,3.9,11.0,8.0,12.5,7.6,19.6,19.0,12.4,5.4,6.7,1.9,6.9,7.5,13.3,16.1,12.4,22.1,24.4,15.3,15.9,15.2
2011/07/28,VAL,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.001
2011/07/29,AGU,CO,,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.9,1.7,1.6,1.1,1.0,0.6,0.4,0.6,0.5,0.4,0.4,0.7,0.8,0.8,0.8,0.9,0.6
2011/07/29,AGU,NO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/29,AGU,NO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/29,AGU,NOX,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/29,AGU,O3,,0.037,0.038,0.041,0.040,0.034,0.033,0.017,0.018,0.007,0.011,0.019,0.030,0.045,0.060,0.054,0.049,0.056,0.058,0.034,0.028,0.018,0.016,0.012,0.016
2011/07/29,AGU,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/29,AGU,SO2,,0.002,0.003,0.004,0.007,0.009,0.002,0.001,0.007,0.008,0.029,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2011/07/29,ATM,CO,,0.2,0.2,0.1,0.0,0.1,0.3,0.5,0.5,1.2,1.7,1.2,0.7,0.3,0.3,0.2,0.4,0.6,0.5,1.0,1.1,1.1,1.1,1.1,0.9
2011/07/29,ATM,NO,,0.0010000000000000009,0.0010000000000000009,0,0,0.0010000000000000009,0.0010000000000000009,0.0019999999999999983,0.0029999999999999957,0.007000000000000006,0.013000000000000005,0.010999999999999996,0.003999999999999997,0.0020000000000000018,0.0020000000000000018,0.0009999999999999974,0.0019999999999999983,0.0010000000000000009,0.0019999999999999983,0.0030000000000000027,0.003999999999999997,0.0040000000000000036,0.0050000000000000044,0.0040000000000000036,0.0020000000000000018
2011/07/29,ATM,NO2,,0.024,0.024,0.022,0.022,0.022,0.024,0.029,0.034,0.043,0.052,0.050,0.040,0.030,0.027,0.025,0.025,0.030,0.029,0.038,0.042,0.045,0.045,0.044,0.040
2011/07/29,ATM,NOX,,0.025,0.025,0.022,0.022,0.023,0.025,0.031,0.037,0.050,0.065,0.061,0.044,0.032,0.029,0.026,0.027,0.031,0.031,0.041,0.046,0.049,0.050,0.048,0.042
2011/07/29,ATM,O3,,0.032,0.029,0.032,0.028,0.030,0.029,0.020,0.016,0.008,0.006,0.018,0.031,0.048,0.055,0.061,0.068,0.066,0.046,0.036,0.029,0.020,0.017,0.016,0.020
2011/07/29,ATM,PM10,,31.5,30.7,24.4,21.3,11.1,10.3,23.7,26.5,24.7,24.6,22.5,28.6,16.4,31.1,4.9,13.5,31.2,27.0,6.1,40.2,33.8,33.0,30.7,27.9
2011/07/29,ATM,SO2,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
2011/07/29,CEN,CO,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/29,CEN,NO,,0.009,0.008,0.009,0.008,0.008,0.008,0.010,0.041,0.077,0.074,0.065,0.023,0.017,0.014,0.014,0.014,0.013,0.018,0.042,0.047,0.037,0.025,0.028,0.010
2011/07/29,CEN,NO2,,0.032,0.031,0.028,0.025,0.025,0.028,0.043,0.070,0.089,0.074,0.077,0.049,0.040,0.031,0.032,0.048,0.059,0.063,0.086,0.094,0.095,0.083,0.079,0.060
2011/07/29,CEN,NOX,,0.033,0.030,0.027,0.025,0.023,0.029,0.044,0.106,0.161,0.146,0.140,0.066,0.047,0.037,0.034,0.053,0.063,0.073,0.122,0.139,0.128,0.099,0.100,0.061
2011/07/29,CEN,O3,,0.032,0.028,0.027,0.026,0.026,0.022,0.025,0.006,0.012,0.013,0.002,0.001,0.002,0.017,0.067,0.070,0.070,0.045,0.022,0.010,0.005,0.005,0.005,0.012
2011/07/29,CEN,PM10,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/29,CEN,SO2,,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.
2011/07/29,LDO,CO,,nr.,nr.,nr.,nr.,nr.,nr.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,I.F.,,,,,,,,
2011/07/29,LDO,NO,,,,,,,,0.014,0.006,0.023,0.045,0.036,0.017,0.014,0.007,0.010,0.006,,,,,,,,
2011/07/29,LDO,NO2,,nr.,nr.,nr.,nr.,nr.,nr.,0.022,0.031,0.043,0.052,0.042,0.034,0.027,0.022,0.017,0.013,,,,,,,,
2011/07/29,LDO,NOX,,nr.,nr.,nr.,nr.,nr.,nr.,0.032,0.034,0.063,0.094,0.076,0.049,0.038,0.026,0.024,0.016,,,,,,,,
2011/07/29,LDO,O3,,nr.,nr.,nr.,nr.,nr.,nr.,0.025,0.036,0.020,0.017,0.030,0.051,0.060,0.083,0.085,0.089,,,,,,,,
2011/07/29,LDO,PM10,,nr.,nr.,nr.,nr.,nr.,nr.,34.4,25.0,21.2,44.1,42.2,41.6,46.6,35.6,19.9,19.4,,,,,,,,
2011/07/29,LDO,SO2,,nr.,nr.,nr.,nr.,nr.,nr.,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0.001,,,,,,,,
